CustomerID,CustomerName,OrderPriority,Discount,UnitPrice,ShippingCost,ShipMode,CustomerSegment,ProductCategory,ProductSubCategory,ProductContainer,ProductName,ProductBaseMargin,Country,Region,StateorProvince,City,PostalCode,OrderDate,ShipDate,Profit,Quantityorderednew,Sales,OrderID
1764,Michele Bradshaw,High,0,115.99,5.92,Regular Air,Consumer,Technology,Telephones and Communication,Small Box,8890,0.58,United States,South,Florida,Dunedin,34698,22/01/2015,22/01/2015,-16.772,11,1160.42,89775
2456,Joan Beach,High,0.07,179.99,19.99,Regular Air,Home Office,Technology,Computer Peripherals,Small Box,Motorola SB4200 Cable Modem,0.48,United States,South,Alabama,Mobile,36608,22/01/2015,23/01/2015,733.2822,7,1188.63,89218
2456,Joan Beach,High,0.02,92.23,39.61,Express Air,Home Office,Furniture,Office Furnishings,Medium Box,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",0.67,United States,South,Alabama,Mobile,36608,22/01/2015,23/01/2015,-905.9904,11,1009.93,89218
2457,Yvonne Collier,High,0.02,15.22,9.73,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,"GBC Twin Loop™ Wire Binding Elements, 9/16"" Spine, Black",0.36,United States,Central,Minnesota,Lino Lakes,55014,22/01/2015,22/01/2015,-21.63242,9,140.7,89218
2209,Sharon Thomas,Low,0.06,6.98,1.6,Regular Air,Home Office,Office Supplies,Paper,Wrap Bag,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",0.38,United States,South,Georgia,College Park,30337,22/01/2015,29/01/2015,-98.056,12,83.93,88030
2896,Anna Ellis,Low,0.02,880.98,44.55,Delivery Truck,Home Office,Furniture,Bookcases,Jumbo Box,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",0.62,United States,Central,Minnesota,Mankato,56001,22/01/2015,26/01/2015,4861.0638,8,7045.02,86925
2422,Arlene Wiggins Dalton,Medium,0.09,3.89,7.01,Express Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,Avery Binder Labels,0.37,United States,Central,Texas,Huntsville,77340,22/01/2015,24/01/2015,-154.307,10,42.56,89055
2873,Benjamin Gunter,Medium,0.07,2.89,0.5,Regular Air,Small Business,Office Supplies,Labels,Small Box,Avery 498,0.38,United States,South,Florida,Hialeah,33012,22/01/2015,24/01/2015,441.594,12,33.02,89872
2873,Benjamin Gunter,Medium,0,217.85,29.1,Delivery Truck,Small Business,Furniture,Tables,Jumbo Box,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",0.68,United States,South,Florida,Hialeah,33012,22/01/2015,23/01/2015,394.17,10,2273.1,89872
3350,Amy York,Medium,0.01,73.98,12.14,Regular Air,Small Business,Technology,Computer Peripherals,Small Box,Keytronic 105-Key Spanish Keyboard,0.67,United States,West,Washington,Parkland,98444,23/01/2015,25/01/2015,-29.0656,5,384.22,91296
1692,Rhonda Schroeder,Not Specified,0,6.84,8.37,Regular Air,Consumer,Office Supplies,"Scissors, Rulers and Trimmers",Small Pack,"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",0.58,United States,Central,Kansas,Newton,67114,23/01/2015,24/01/2015,-123.1816,5,37.89,90189
1693,Melinda Thornton,Not Specified,0.07,30.98,5.76,Regular Air,Consumer,Office Supplies,Paper,Small Box,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",0.4,United States,South,Virginia,Reston,20190,23/01/2015,25/01/2015,-28.798,11,343.79,90189
604,Lindsay P Ashley,Critical,0.03,1.88,1.49,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,Staples® General Use 3-Ring Binders,0.37,United States,West,California,Los Angeles,90045,24/01/2015,25/01/2015,-15.0995,52,102.32,34882
830,Douglas Sutton,High,0.01,14.42,6.75,Regular Air,Corporate,Office Supplies,Appliances,Medium Box,Holmes Odor Grabber,0.52,United States,West,Colorado,Wheat Ridge,80033,24/01/2015,24/01/2016,-13.826,6,89.91,90270
997,Phillip Pollard,Low,0.08,67.84,0.99,Regular Air,Small Business,Office Supplies,Appliances,Small Box,Fellowes Command Center 5-outlet power strip,0.58,United States,East,New Jersey,Bayonne,7002,24/01/2015,29/01/2015,-23.6344,1,63.66,89431
1281,Pauline Denton,Low,0.03,199.99,24.49,Express Air,Small Business,Technology,Copiers and Fax,Large Box,Canon PC-428 Personal Copier,0.46,United States,Central,Indiana,Vincennes,47591,24/01/2015,26/01/2015,727.7361,5,1054.69,89112
1282,Dana Sharpe,Low,0.03,199.99,24.49,Express Air,Small Business,Technology,Copiers and Fax,Large Box,Canon PC-428 Personal Copier,0.46,United States,East,Pennsylvania,Philadelphia,19134,24/01/2015,26/01/2015,393.42,21,4429.69,29319
1690,Neil Bailey,Low,0.05,115.99,5.26,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,636,0.57,United States,East,Pennsylvania,Harrisburg,17112,24/01/2015,28/01/2015,616.5357,9,893.53,91076
2613,Anthony Stanley,Low,0.02,50.98,13.66,Express Air,Corporate,Office Supplies,Appliances,Small Box,Eureka The Boss® Cordless Rechargeable Stick Vac,0.58,United States,East,New Jersey,Fords,8863,24/01/2015,24/01/2015,-25.76,1,68.45,86119
3089,Sandy Cannon,Low,0.07,49.43,19.99,Regular Air,Corporate,Office Supplies,Appliances,Small Box,"Eureka Hand Vacuum, Bagless",0.57,United States,Central,Kansas,Leawood,66209,24/01/2015,29/01/2016,-122.77,6,281.82,91219
2283,Nancy Holden,Medium,0.01,11.7,6.96,Regular Air,Home Office,Office Supplies,Appliances,Medium Box,Harmony HEPA Quiet Air Purifiers,0.5,United States,Central,Wisconsin,Franklin,53132,24/01/2015,26/01/2016,-28.954,6,76.87,85947
275,Roger Blalock Cassidy,Not Specified,0.09,15.28,10.91,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Recycled Premium Regency Composition Covers,0.36,United States,East,Connecticut,Fairfield,6824,24/01/2015,25/01/2015,-51.75,4,61.52,89292
1653,Charles Cline,Not Specified,0,101.41,35,Express Air,Corporate,Office Supplies,Storage & Organization,Large Box,Tennsco Regal Shelving Units,0.82,United States,West,California,Thousand Oaks,91360,24/01/2015,25/01/2015,-457.73,10,1104.32,89885
1653,Charles Cline,Not Specified,0.1,95.99,4.9,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,T60,0.56,United States,West,California,Thousand Oaks,91360,24/01/2015,25/01/2015,-268.664,2,149.8,89885
1389,Jean Khan,Critical,0.06,1.74,4.08,Regular Air,Corporate,Furniture,Office Furnishings,Small Pack,"Eldon Regeneration Recycled Desk Accessories, Smoke",0.53,United States,West,California,Menlo Park,94025,25/01/2015,26/01/2015,-11.0732,1,2.77,88726
156,Diana Xu,High,0.03,10.89,4.5,Regular Air,Corporate,Office Supplies,Appliances,Small Box,Belkin 6 Outlet Metallic Surge Strip,0.59,United States,West,Colorado,Fort Collins,80525,25/01/2015,26/01/2015,-18.64,3,33.82,87672
1997,Harriet Bowman,Not Specified,0.1,125.99,8.99,Regular Air,Consumer,Technology,Telephones and Communication,Small Box,5170i,0.57,United States,South,South Carolina,Hilton Head Island,29915,25/01/2015,28/01/2015,17.652,4,408.66,90333
1360,Arlene Gibbons,High,0.03,14.34,5,Regular Air,Consumer,Furniture,Office Furnishings,Small Pack,Nu-Dell Leatherette Frames,0.49,United States,Central,Iowa,Muscatine,52761,26/01/2015,27/01/2015,82.3101,8,119.29,89595
1361,Kristina Collier,High,0.01,2.89,0.5,Regular Air,Consumer,Office Supplies,Labels,Small Box,Avery 498,0.38,United States,Central,Michigan,Allen Park,48101,26/01/2015,28/01/2015,1.2236,1,3.08,89595
3154,Faye Manning,High,0.08,150.98,13.99,Express Air,Corporate,Technology,Office Machines,Medium Box,Canon MP41DH Printing Calculator,0.38,United States,South,Florida,Saint Petersburg,33710,26/01/2015,27/01/2015,-3.948,8,1183.82,86899
3155,Julian Keith Mayer,High,0.03,25.98,14.36,Delivery Truck,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,"Global Stack Chair without Arms, Black",0.6,United States,South,Florida,Sanford,32771,26/01/2015,27/01/2015,57.546,4,107.66,86899
3155,Julian Keith Mayer,High,0.1,32.48,35,Regular Air,Corporate,Office Supplies,Storage & Organization,Large Box,Fellowes Neat Ideas® Storage Cubes,0.81,United States,South,Florida,Sanford,32771,26/01/2015,27/01/2015,-333.4254,10,318.83,86899
1129,Pam Patton,Low,0.02,4.98,6.07,Regular Air,Home Office,Office Supplies,Paper,Small Box,Xerox 1897,0.36,United States,East,Massachusetts,Boston,2118,26/01/2015,28/01/2015,-46.92,19,105.5,57794
1133,Marjorie Owens,Low,0.02,4.98,6.07,Regular Air,Home Office,Office Supplies,Paper,Small Box,Xerox 1897,0.36,United States,Central,Texas,Farmers Branch,75234,26/01/2015,28/01/2015,-46.92,5,27.76,88105
2795,Harry Burns,Low,0.04,3.57,4.17,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Small Pack,Barrel Sharpener,0.59,United States,Central,Iowa,Mason City,50401,26/01/2015,28/01/2015,-69.91,8,30.9,87556
2795,Harry Burns,Low,0.05,200.99,4.2,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,2160i,0.59,United States,Central,Iowa,Mason City,50401,26/01/2015,30/01/2015,1630.5252,14,2363.08,87556
2795,Harry Burns,Low,0.07,195.99,8.99,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,A1228,0.58,United States,Central,Iowa,Mason City,50401,26/01/2015,26/01/2015,-457.16,2,328.45,87556
3000,Priscilla Allen,Low,0.01,10.14,2.27,Regular Air,Consumer,Office Supplies,Paper,Wrap Bag,"Staples Wirebound Steno Books, 6"" x 9"", 12/Pack",0.36,United States,Central,Michigan,Pontiac,48342,26/01/2015,28/01/2015,28.152,4,40.8,87042
3307,Edwin Blackburn,Low,0.07,16.74,7.04,Regular Air,Small Business,Office Supplies,Storage & Organization,Small Box,Rogers® Profile Extra Capacity Storage Tub,0.81,United States,East,Massachusetts,Agawam,1001,26/01/2015,02/02/2015,-114.2,5,80.58,90462
3311,Jackie Flynn,Low,0.06,6.45,1.34,Regular Air,Small Business,Office Supplies,Paper,Wrap Bag,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",0.36,United States,East,Massachusetts,Winchester,1890,26/01/2015,31/01/2015,39.4266,9,57.14,90462
3314,Billy Hale,Low,0.05,122.99,70.2,Delivery Truck,Small Business,Furniture,Chairs & Chairmats,Jumbo Drum,"Global High-Back Leather Tilter, Burgundy",0.74,United States,East,New Jersey,Fort Lee,7024,26/01/2015,30/01/2015,-722.23,4,498.31,90462
1946,Teresa Wallace,Medium,0.08,90.98,56.2,Regular Air,Consumer,Furniture,Office Furnishings,Medium Box,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,0.74,United States,East,Pennsylvania,Mount Lebanon,15228,26/01/2015,28/01/2015,-1920.9336,12,1058.36,86331
1946,Teresa Wallace,Medium,0.07,5.98,5.35,Regular Air,Consumer,Office Supplies,Paper,Small Box,Xerox 1947,0.4,United States,East,Pennsylvania,Mount Lebanon,15228,26/01/2015,28/01/2015,-37.1752,3,18.31,86331
3361,Oscar Kenney,Medium,0.04,7.96,4.95,Regular Air,Home Office,Furniture,Office Furnishings,Small Box,Staples Plastic Wall Frames,0.41,United States,Central,Wisconsin,West Bend,53095,26/01/2015,26/01/2015,-7.73,15,116.11,91436
2264,Helen Dickerson,Not Specified,0.09,207.48,0.99,Regular Air,Corporate,Office Supplies,Appliances,Small Box,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,0.55,United States,Central,Missouri,Joplin,64804,26/01/2015,29/01/2015,359.83,3,577.75,86611
483,Edgar McKenzie,Critical,0.03,11.97,4.98,Regular Air,Corporate,Office Supplies,Appliances,Small Box,Staples 6 Outlet Surge,0.58,United States,Central,Illinois,Oswego,60543,27/01/2015,28/01/2016,-18.19,6,73.18,90353
2979,Lloyd Dolan,Critical,0.09,2.94,0.7,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 338,0.58,United States,Central,North Dakota,Dickinson,58601,27/01/2015,28/01/2015,6.384,9,25.22,86544
2980,Joanna Kenney,Critical,0.03,43.98,8.99,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Small Pack,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,0.58,United States,East,Ohio,Sandusky,44870,27/01/2015,29/01/2015,274.0788,10,454.4,86544
2980,Joanna Kenney,Critical,0.06,1.14,0.7,Regular Air,Corporate,Office Supplies,Rubber Bands,Wrap Bag,OIC Thumb-Tacks,0.38,United States,East,Ohio,Sandusky,44870,27/01/2015,30/01/2015,-3.782,13,14.53,86544
2254,Jeff Meadows,Low,0.1,6.3,0.5,Regular Air,Corporate,Office Supplies,Labels,Small Box,Avery 48,0.39,United States,South,Kentucky,Paducah,42003,27/01/2015,01/02/2015,-464.282,12,68.72,89278
2178,Judy Hall,Medium,0.08,2.94,0.96,Regular Air,Small Business,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 343,0.58,United States,East,Massachusetts,Worcester,1610,27/01/2015,29/01/2015,-1.18,9,25.35,89465
3347,Carrie McIntosh,Medium,0.02,110.99,2.5,Regular Air,Consumer,Technology,Telephones and Communication,Small Box,T18,0.57,United States,South,Florida,Royal Palm Beach,33411,27/01/2015,29/01/2015,-39.809,1,94.3,89356
129,Kara Allison,Not Specified,0.02,1.74,4.08,Regular Air,Small Business,Furniture,Office Furnishings,Small Pack,"Eldon Regeneration Recycled Desk Accessories, Smoke",0.53,United States,Central,Illinois,Alton,62002,27/01/2015,28/01/2015,-37.39,5,10.23,86693
898,Harriet Hodges,Not Specified,0.02,12.53,0.49,Regular Air,Small Business,Office Supplies,Labels,Small Box,Round Specialty Laser Printer Labels,0.38,United States,East,New York,New York City,10039,27/01/2015,27/01/2015,263.4,47,594.44,9606
898,Harriet Hodges,Not Specified,0.07,5.18,2.04,Express Air,Small Business,Office Supplies,Paper,Wrap Bag,Array® Memo Cubes,0.36,United States,East,New York,New York City,10039,27/01/2015,29/01/2015,37.31,44,228.5,9606
899,Jordan Berry,Not Specified,0.02,12.53,0.49,Regular Air,Small Business,Office Supplies,Labels,Small Box,Round Specialty Laser Printer Labels,0.38,United States,East,Pennsylvania,Altoona,16602,27/01/2015,27/01/2015,104.7213,12,151.77,86264
899,Jordan Berry,Not Specified,0.07,5.18,2.04,Express Air,Small Business,Office Supplies,Paper,Wrap Bag,Array® Memo Cubes,0.36,United States,East,Pennsylvania,Altoona,16602,27/01/2015,29/01/2015,37.31,11,57.13,86264
1351,Janet McCullough,Not Specified,0.1,110.99,8.99,Express Air,Home Office,Technology,Telephones and Communication,Small Box,LX 677,0.57,United States,South,Florida,Coconut Creek,33063,27/01/2015,29/01/2015,3285.48,7,627.78,88232
2281,Monica Harvey,Not Specified,0.08,205.99,2.5,Regular Air,Home Office,Technology,Telephones and Communication,Small Box,V70,0.59,United States,Central,Wisconsin,Eau Claire,54703,27/01/2015,28/01/2015,997.38144,10,1610.84,85948
53,Sidney Russell Austin,Critical,0.07,3502.14,8.73,Delivery Truck,Corporate,Technology,Office Machines,Jumbo Box,Okidata Pacemark 4410N Wide Format Dot Matrix Printer,0.57,United States,West,Washington,Redmond,98052,28/01/2015,30/01/2015,-6923.5992,1,3267.55,88425
3266,Edgar Kumar,Critical,0,122.99,70.2,Delivery Truck,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,"Global High-Back Leather Tilter, Burgundy",0.74,United States,East,Maine,Sanford,4073,28/01/2015,29/01/2015,-1764.29,14,1794.88,89836
3269,Billie Stern,Critical,0.01,60.97,4.5,Express Air,Corporate,Office Supplies,Appliances,Small Box,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,0.56,United States,East,New Jersey,North Plainfield,7060,28/01/2015,30/01/2015,527.8776,12,765.04,89836
24,Edna Thomas,High,0.06,55.48,14.3,Regular Air,Corporate,Office Supplies,Paper,Small Box,Xerox 194,0.37,United States,West,California,Laguna Niguel,92677,28/01/2015,29/01/2015,-28.2968,1,67.49,87651
24,Edna Thomas,High,0.02,1.68,1.57,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 323,0.59,United States,West,California,Laguna Niguel,92677,28/01/2015,30/01/2015,-5.3072,1,2.25,87651
744,Joy Maxwell,Low,0.02,59.98,3.99,Regular Air,Corporate,Office Supplies,Appliances,Small Box,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,0.57,United States,West,Arizona,Oro Valley,85737,28/01/2015,06/02/2015,-54.622,1,63.48,87725
744,Joy Maxwell,Low,0.03,5.18,5.74,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Wilson Jones Impact Binders,0.36,United States,West,Arizona,Oro Valley,85737,28/01/2015,01/02/2015,-126.81418,9,47.64,87725
553,Kristine Connolly,Medium,0,6.88,2,Express Air,Home Office,Office Supplies,Paper,Wrap Bag,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",0.39,United States,West,California,Los Angeles,90008,28/01/2015,29/01/2015,34.068,36,267.53,17155
556,Kristina Sanders,Medium,0,6.88,2,Express Air,Home Office,Office Supplies,Paper,Wrap Bag,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",0.39,United States,West,Utah,Provo,84604,28/01/2015,29/01/2015,46.1472,9,66.88,86189
556,Kristina Sanders,Medium,0.03,32.48,35,Express Air,Home Office,Office Supplies,Storage & Organization,Large Box,Fellowes Neat Ideas® Storage Cubes,0.81,United States,West,Utah,Provo,84604,28/01/2015,28/01/2015,-1116.3348,8,274.91,86189
1875,Martin Kirk,Critical,0.09,95.99,4.9,Regular Air,Consumer,Technology,Telephones and Communication,Small Box,T60,0.56,United States,South,Virginia,Chesapeake,23320,29/01/2015,31/01/2015,34.302,4,320.75,90899
2265,James Davenport,Critical,0.1,7.45,6.28,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",0.4,United States,Central,Missouri,Kansas City,64130,29/01/2015,01/02/2015,-69.874,8,59.4,86612
2265,James Davenport,Critical,0.01,6.48,7.86,Regular Air,Corporate,Office Supplies,Paper,Small Box,Xerox 213,0.37,United States,Central,Missouri,Kansas City,64130,29/01/2015,31/01/2015,-135.74,10,66.46,86612
699,Jenny Gold,Medium,0.07,5.02,5.14,Regular Air,Consumer,Technology,Computer Peripherals,Small Pack,"Imation 3.5, DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack",0.79,United States,West,California,Los Angeles,90041,29/01/2015,31/01/2015,-168.72,42,210.1,32420
699,Jenny Gold,Medium,0.07,280.98,57,Delivery Truck,Consumer,Furniture,Chairs & Chairmats,Jumbo Drum,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,0.78,United States,West,California,Los Angeles,90041,29/01/2015,31/01/2015,-439.62,23,6499.87,32420
2061,Marianne Carey,Medium,0.02,240.98,60.2,Delivery Truck,Corporate,Furniture,Bookcases,Jumbo Box,"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",0.56,United States,Central,Nebraska,North Platte,69101,29/01/2015,31/01/2015,-272.7132,1,260.66,87146
2062,Alfred Singh,Medium,0.02,420.98,19.99,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,GBC DocuBind 200 Manual Binding Machine,0.35,United States,South,Virginia,Mechanicsville,23111,29/01/2015,01/02/2015,-162.694,10,4249.37,87146
767,Jeffrey Mueller,Critical,0.1,31.78,1.99,Regular Air,Corporate,Technology,Computer Peripherals,Small Pack,"Memorex 4.7GB DVD-RAM, 3/Pack",0.42,United States,Central,Illinois,Rock Island,61201,30/01/2015,01/02/2015,232.2816,11,336.64,86279
550,Edna Monroe Talley,High,0.05,1.68,1.57,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 323,0.59,United States,Central,Texas,Seguin,78155,30/01/2015,31/01/2015,-33.34,11,18.75,90909
550,Edna Monroe Talley,High,0.1,218.75,69.64,Delivery Truck,Corporate,Furniture,Tables,Jumbo Box,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,0.77,United States,Central,Texas,Seguin,78155,30/01/2015,01/02/2015,-201.276,1,188.51,90909
551,Peggy Chan,High,0,15.04,1.97,Regular Air,Corporate,Office Supplies,Paper,Wrap Bag,White GlueTop Scratch Pads,0.39,United States,Central,Texas,Sherman,75090,30/01/2015,01/02/2015,21.5142,2,31.18,90909
1442,Rodney Field,Low,0.02,15.99,13.18,Express Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",0.37,United States,Central,Missouri,Springfield,65807,30/01/2015,03/02/2015,-76.9925,7,123.03,89077
1442,Rodney Field,Low,0.09,46.94,6.77,Express Air,Corporate,Furniture,Office Furnishings,Small Box,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",0.44,United States,Central,Missouri,Springfield,65807,30/01/2015,30/01/2015,297.9696,10,431.84,89077
2775,Theodore Rubin,Low,0.07,574.74,24.49,Regular Air,Consumer,Technology,Office Machines,Large Box,Polycom ViaVideo™ Desktop Video Communications Unit,0.37,United States,Central,Illinois,Franklin Park,60131,30/01/2015,04/02/2015,2860.9332,8,4146.28,91229
256,Irene Li,Critical,0.03,8.34,2.64,Regular Air,Home Office,Office Supplies,"Scissors, Rulers and Trimmers",Small Pack,Acme® Elite Stainless Steel Scissors,0.59,United States,East,Pennsylvania,Hanover,17331,31/01/2015,02/02/2015,0.684,4,34.64,86267
343,Lynn Epstein,Critical,0.03,15.23,27.75,Delivery Truck,Corporate,Furniture,Tables,Jumbo Box,Anderson Hickey Conga Table Tops & Accessories,0.76,United States,East,Maine,Bangor,4401,31/01/2015,01/02/2015,11.65095,7,111.86,88151
1723,Constance Flowers,Low,0.1,49.99,19.99,Express Air,Corporate,Technology,Computer Peripherals,Small Box,US Robotics 56K V.92 Internal PCI Faxmodem,0.45,United States,West,California,San Diego,92037,31/01/2015,05/02/2015,13.508,46,2188.06,40101
2202,Laurie Howe,Low,0.09,160.98,30,Delivery Truck,Home Office,Furniture,Chairs & Chairmats,Jumbo Drum,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,0.62,United States,Central,Minnesota,Brooklyn Center,55429,31/01/2015,31/01/2015,357.428,11,1635.38,86050
2202,Laurie Howe,Low,0.09,6.3,0.5,Regular Air,Home Office,Office Supplies,Labels,Small Box,Avery 51,0.39,United States,Central,Minnesota,Brooklyn Center,55429,31/01/2015,31/01/2015,40.3512,10,58.48,86050
2202,Laurie Howe,Low,0,4.98,0.8,Regular Air,Home Office,Office Supplies,Paper,Wrap Bag,Rediform S.O.S. Phone Message Books,0.36,United States,Central,Minnesota,Brooklyn Center,55429,31/01/2015,07/02/2015,27.6345,8,40.05,86050
2781,Kelly Byers,Low,0.09,2.16,6.05,Regular Air,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,Peel & Stick Add-On Corner Pockets,0.37,United States,West,Oregon,Woodburn,97071,31/01/2015,04/02/2015,-37.789,2,5.48,87162
2781,Kelly Byers,Low,0.03,808.49,55.3,Delivery Truck,Consumer,Technology,Office Machines,Jumbo Drum,"Hewlett-Packard Business Color Inkjet 3000 [N, DTN] Series Printers",0.4,United States,West,Oregon,Woodburn,97071,31/01/2015,07/02/2015,7576.11,11,8201.33,87162
2781,Kelly Byers,Low,0,6.48,8.19,Regular Air,Consumer,Office Supplies,Paper,Small Box,Xerox 217,0.37,United States,West,Oregon,Woodburn,97071,31/01/2015,07/02/2015,-43.26,3,22.67,87162
1238,April Bowers,Medium,0.01,160.98,30,Delivery Truck,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,0.62,United States,Central,Texas,Cedar Hill,75104,31/01/2015,02/02/2015,788.79,10,1634.67,86075
911,Marsha P Joyner,Not Specified,0.05,7.64,5.83,Regular Air,Corporate,Office Supplies,Paper,Wrap Bag,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",0.36,United States,East,West Virginia,Wheeling,26003,31/01/2015,02/02/2015,-21.018,2,16.6,90185
911,Marsha P Joyner,Not Specified,0.04,218.75,69.64,Delivery Truck,Corporate,Furniture,Tables,Jumbo Box,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,0.72,United States,East,West Virginia,Wheeling,26003,31/01/2015,01/02/2015,-655.529875,10,2285.41,90185
2137,Crystal Crabtree,Not Specified,0,6.98,1.6,Regular Air,Corporate,Office Supplies,Paper,Wrap Bag,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",0.38,United States,South,Florida,West Palm Beach,33407,31/01/2015,02/02/2015,-343.868,9,64.48,86002
510,Gregory Rao,Critical,0.03,6.37,5.19,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",0.38,United States,West,California,Manteca,95336,01/02/2015,02/02/2015,-29.0927,14,89.79,90059
2122,Carolyn Fisher,Critical,0.06,80.97,33.6,Delivery Truck,Consumer,Technology,Office Machines,Jumbo Drum,Lexmark Z25 Color Inkjet Printer,0.37,United States,South,Arkansas,Sherwood,72116,01/02/2015,03/02/2015,-15.1844,10,799.76,89664
1211,Debra Proctor,Low,0.01,3.08,0.5,Regular Air,Corporate,Office Supplies,Labels,Small Box,Avery 497,0.37,United States,Central,Indiana,Fort Wayne,46806,01/02/2015,06/02/2015,9.0045,4,13.05,88598
1949,Dana Waller,Low,0.05,424.21,110.2,Delivery Truck,Small Business,Furniture,Tables,Jumbo Box,Bush Advantage Collection® Racetrack Conference Table,0.67,United States,West,Montana,Bozeman,59715,01/02/2015,05/02/2015,-213.4028,12,4935.22,90415
2071,Victor Cherry,Not Specified,0.03,60.98,1.99,Regular Air,Corporate,Technology,Computer Peripherals,Small Pack,Imation 5.2GB DVD-RAM,0.5,United States,Central,Michigan,Farmington Hills,48336,01/02/2015,01/02/2015,976.2672,23,1414.88,88555
2071,Victor Cherry,Not Specified,0.04,3.08,0.99,Regular Air,Corporate,Office Supplies,Labels,Small Box,Avery 481,0.37,United States,Central,Michigan,Farmington Hills,48336,01/02/2015,02/02/2015,23.2047,11,33.63,88555
2072,Malcolm S Lanier,Not Specified,0,10.31,1.79,Regular Air,Corporate,Office Supplies,Paper,Wrap Bag,"Speediset Carbonless Redi-Letter® 7"" x 8 1/2""",0.38,United States,Central,Michigan,Flint,48505,01/02/2015,03/02/2015,167.463,23,242.7,88555
397,Denise Carver,Critical,0.1,154.13,69,Regular Air,Corporate,Furniture,Tables,Large Box,Laminate Occasional Tables,0.68,United States,East,Ohio,Cuyahoga Falls,44221,02/02/2015,03/02/2015,-372.485971,8,1216.32,89319
2555,Karl Knowles,Critical,0,12.97,1.49,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",0.35,United States,Central,Wisconsin,Madison,53711,02/02/2015,03/02/2015,180.2349,19,261.21,86529
2555,Karl Knowles,Critical,0.06,4.91,0.5,Regular Air,Home Office,Office Supplies,Labels,Small Box,Avery 508,0.36,United States,Central,Wisconsin,Madison,53711,02/02/2015,02/02/2015,29.5251,9,42.79,86529
68,Scott Bunn,High,0.09,122.99,70.2,Delivery Truck,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,"Global High-Back Leather Tilter, Burgundy",0.74,United States,East,New York,New York City,10177,02/02/2015,04/02/2015,-2426.55,49,5718.85,55713
